,Lines,Lon,VehicleNumber,Time,Lat,Brigade,nearest_stop,distance_to_stop,is_at_stop
26582,108,21.070545,1065,2024-02-19 10:27:13,52.180828,5,3066,79.2446040463537,no
26583,108,21.060625,1066,2024-02-19 10:27:14,52.184727,3,3092,19.115960879797008,no
26584,209,20.995659,1067,2024-02-19 10:27:12,52.187206,776,R-07,152.6930125661657,no
26586,107,21.0276854,1069,2024-02-19 10:27:14,52.2242032,6,7039,77.40537591190127,no
26587,108,21.061573,1070,2024-02-19 10:27:07,52.212444,2,3388,126.36628043311474,no
26588,108,21.023428,1071,2024-02-19 10:27:14,52.228249,1,7040,10.953415226883777,yes
26589,108,21.024183,1072,2024-02-19 10:27:11,52.179684,4,3009,6.311538200725706,yes
26591,200,21.113352,1074,2024-02-19 10:27:12,52.107098,2,3304,97.97954232571918,no
26593,218,20.99799,1076,2024-02-19 10:26:52,52.186405,2,R-07,263.44471878451014,no
26595,192,21.044653,1078,2024-02-19 10:27:11,52.14217,4,,,no
26597,170,21.0219485,1101,2024-02-19 10:27:10,52.2623091,3,1006,30.07894055608031,no
26598,118,21.0156,1102,2024-02-19 10:27:10,52.2192545,1,7006,5.95341831889412,yes
26599,170,21.0572836,1106,2024-02-19 10:27:03,52.2632966,2,1035,12.194795852800995,yes
26600,303,20.9378871,1109,2024-02-19 10:27:09,52.2920565,1,,,no
26601,123,21.0480586,1110,2024-02-19 10:27:10,52.2519545,3,1028,179.91369479094797,no
26602,117,21.0658755,1112,2024-02-19 10:27:08,52.2244516,06,2150,13.15684519398847,yes
26604,126,20.97704,1117,2024-02-19 10:27:03,52.3144716,3,1019,149.36278995864308,no
26605,197,21.0374386,1118,2024-02-19 10:27:08,52.2672186,010,R-13,818.5394388010533,no
26606,169,21.042836,1119,2024-02-19 10:27:05,52.249561,5,1001,94.39310975135258,no
26608,L27,21.2110058,11202,2024-02-19 10:26:29,52.344931,2,,,no
26610,263,21.085636,1201,2024-02-19 10:27:14,52.159374,5,3045,6.281606216855982,yes
26611,739,20.99559,1202,2024-02-19 10:27:12,52.186577,07,R-07,218.95992156606528,no
26612,166,21.0728016,1203,2024-02-19 10:27:14,52.1360322,661,,,no
26613,106,21.028009,1204,2024-02-19 10:27:13,52.238075,6,7062,61.80927913053894,no
26614,118,21.028101,1205,2024-02-19 10:27:13,52.229881,4,7069,104.3935992337765,no
26615,218,21.0242519,1206,2024-02-19 10:27:14,52.1798347,5,3009,11.218281248606724,yes
26616,218,21.0210929,1207,2024-02-19 10:27:13,52.1897215,2,3109,123.92789914594978,no
26617,263,21.049042,1208,2024-02-19 10:27:14,52.178364,1,3094,15.89730917053215,no
26618,218,21.0176544,1209,2024-02-19 10:27:14,52.1892269,3,3114,47.640219741865906,no
26619,263,21.0382847,1211,2024-02-19 10:27:12,52.1461852,3,3299,8.521268450413814,yes
26620,106,21.0033609,1212,2024-02-19 10:27:13,52.237179,7,7025,55.044191825583425,no
26621,106,20.967007,1213,2024-02-19 10:27:12,52.230221,4,5042,180.69643445197514,no
26623,139,21.1035004,1216,2024-02-19 10:27:14,52.1210924,62,3051,13.178326587390531,yes
26624,251,21.1222604,1217,2024-02-19 10:27:14,52.0956247,65,3285,6.805291539204053,yes
26625,166,21.031878,1218,2024-02-19 10:27:12,52.205482,6,,,no
26626,106,20.965343,1219,2024-02-19 10:27:10,52.238041,1,5026,2.9148361537323773,yes
26627,106,20.965076,1220,2024-02-19 10:27:11,52.247665,2,5124,11.95615341885899,yes
26628,251,21.042107,1221,2024-02-19 10:27:12,52.175575,64,3443,6.104648831872736,yes
26629,263,21.072319,1222,2024-02-19 10:27:12,52.179588,2,3066,17.4173862824244,no
26630,218,21.001989,1223,2024-02-19 10:27:11,52.182106,1,3242,66.37959803452922,no
26635,115,21.156664,1412,2024-02-19 10:27:13,52.255928,6,2070,27.759565303209936,no
26636,183,21.087032,1413,2024-02-19 10:27:11,52.244675,6,2008,17.57329868494365,no
26637,183,21.1607069,1414,2024-02-19 10:27:12,52.255269,4,2317,95.80532987003514,no
26638,147,21.126093,1415,2024-02-19 10:27:07,52.200974,2,2215,189.5268082631947,no
26639,173,21.0528312,1416,2024-02-19 10:27:14,52.2503499,5,2120,12.403439641440155,yes
26641,730,21.292269,1418,2024-02-19 10:27:14,52.171764,52,2325,8.251730668305825,yes
26642,119,21.000296,1419,2024-02-19 10:27:13,52.206116,2,3286,6.033525658708554,yes
26643,147,21.243059,1420,2024-02-19 10:27:13,52.219189,1,2275,7.124852656010026,yes
26644,146,21.1167682,1421,2024-02-19 10:27:13,52.2331509,09,R-10,65.78332795029958,no
26646,117,21.005135,1424,2024-02-19 10:27:10,52.229618,4,7002,5.129886998981725,yes
26647,720,21.1158351,1425,2024-02-19 10:27:14,52.2339197,62,R-10,160.19609357456724,no
26648,702,21.1148405,1426,2024-02-19 10:27:13,52.2350531,215,R-10,115.16324336233262,no
26649,146,21.057365,1427,2024-02-19 10:27:10,52.229404,2,2152,2.3398433777295273,yes
26650,153,21.151627,1428,2024-02-19 10:27:14,52.26936,2,2092,78.24572970609663,no
26651,119,21.046988,1429,2024-02-19 10:27:13,52.197666,1,3088,8.047716281888725,yes
26654,240,21.1134213,1501,2024-02-19 10:27:09,52.3333701,2,1239,3.056080860960185,yes
26655,338,21.0468461,1502,2024-02-19 10:27:03,52.2645248,04,,,no
26656,126,21.0270061,1505,2024-02-19 10:27:12,52.2873288,1,1083,201.8951235145783,no
26658,126,21.0421075,1508,2024-02-19 10:27:08,52.2924935,4,1147,38.740999528925,no
26659,221,20.9942985,1509,2024-02-19 10:27:08,52.2593101,1,6212,27.598009965378477,no
26661,156,21.0543158,1519,2024-02-19 10:27:05,52.2757495,4,1140,9.876498848632382,yes
26662,115,21.18573,1520,2024-02-19 10:27:00,52.24666,4,2321,65.69486075782126,no
26665,115,21.242186,1523,2024-02-19 10:27:04,52.169873,2,2222,5.23281264234791,yes
26666,153,21.127491,1524,2024-02-19 10:26:57,52.234549,04,R-10,686.1722346069006,no
26667,153,21.1771467,1525,2024-02-19 10:27:13,52.2569183,1,2086,4.800050064726794,yes
26668,183,21.09627,1526,2024-02-19 10:27:02,52.2437383,1,2010,30.050316074974237,no
26669,119,21.19577,1527,2024-02-19 10:27:10,52.207885,4,2031,180.94987356392983,no
26670,147,21.1309017,1528,2024-02-19 10:27:03,52.2019283,5,2215,87.72906292456516,no
26671,702,21.1903667,1529,2024-02-19 10:27:02,52.14255,2,2223,243.00400840767534,no
26672,173,21.083736,1530,2024-02-19 10:27:13,52.244889,4,2008,10.768732806867266,yes
26675,139,21.0759333,1534,2024-02-19 10:27:02,52.1680967,61,3043,59.62835158638199,no
26676,218,20.998448,1535,2024-02-19 10:26:55,52.183286,4,3412,35.051377412257544,no
26677,169,21.0426783,1536,2024-02-19 10:27:01,52.29234,1,1147,6.327808279815933,yes
26678,118,21.023385,1537,2024-02-19 10:27:10,52.227023,2,7040,15.599372310057577,no
26679,123,21.0923933,1538,2024-02-19 10:27:08,52.2218,4,2313,10.09238928126545,yes
26680,156,21.0459033,1539,2024-02-19 10:27:02,52.2643817,06,R-13,160.47812110446876,no
26681,303,20.937106,1540,2024-02-19 10:27:01,52.291186,3,,,no
26682,123,21.101265,1541,2024-02-19 10:27:02,52.24121,07,2362,21.83787784886442,no
26683,181,20.986445,1542,2024-02-19 10:27:14,52.2694517,2,6003,10.303449786868422,yes
26684,126,20.9668417,1543,2024-02-19 10:27:11,52.318985,2,1219,46.89420870465939,no
26685,123,21.0531067,1544,2024-02-19 10:27:13,52.2503433,6,2120,43.96695513877202,no
26686,123,21.06671,1545,2024-02-19 10:27:09,52.231298,1,2142,91.89934772768909,no
26687,197,20.930785,1546,2024-02-19 10:26:59,52.2250583,3,5011,6.1219123926171415,yes
26689,122,20.920025,1549,2024-02-19 10:27:07,52.2570433,8,5064,75.68191939892904,no
26690,126,21.0469083,1550,2024-02-19 10:27:12,52.2638467,055,R-13,71.47761658041516,no
26691,122,20.9194483,1551,2024-02-19 10:27:09,52.25751,3,5064,33.1923727549753,no
26692,170,21.030063,1552,2024-02-19 10:27:12,52.261646,4,1005,32.480765438389895,no
26693,166,21.02465,1553,2024-02-19 10:27:10,52.229541,343,,,no
26694,169,21.0494833,1554,2024-02-19 10:27:13,52.29021,3,1146,141.70164779575376,no
26695,107,21.048835,1555,2024-02-19 10:27:10,52.195235,5,3325,32.51309061788206,no
26696,221,21.0447471,1800,2024-02-19 10:27:06,52.265032,02,R-13,266.73143599675905,no
26698,170,21.0807978,1802,2024-02-19 10:27:13,52.2772566,1,1482,24.307770081128925,no
26700,166,21.0497063,1804,2024-02-19 10:27:11,52.2376668,5,,,no
26703,156,21.0571215,1807,2024-02-19 10:27:11,52.2699383,1,1136,30.417402976535364,no
26704,173,21.0837875,1808,2024-02-19 10:27:09,52.2504523,6,2114,84.40531853381404,no
26705,303,20.9863675,1809,2024-02-19 10:27:09,52.2693013,2,,,no
26706,166,21.0309813,1810,2024-02-19 10:27:10,52.2611961,4,,,no
26707,166,21.0500163,1811,2024-02-19 10:27:11,52.1586758,7,,,no
26708,181,20.8998293,1812,2024-02-19 10:27:10,52.2971756,4,6069,20.810902873631345,no
26709,118,21.0189203,1813,2024-02-19 10:27:09,52.2465241,3,7059,71.19739075863338,no
26712,123,21.0513351,1816,2024-02-19 10:27:08,52.252633,2,1028,23.48557583187964,no
26713,181,21.0473995,1817,2024-02-19 10:27:09,52.2640681,3,R-13,60.31690295688751,no
26714,240,21.0589726,1818,2024-02-19 10:27:08,52.3019458,1,1179,13.32789255289251,yes
26715,166,21.0683036,1819,2024-02-19 10:27:10,52.129211,8,,,no
26716,117,21.1022488,1830,2024-02-19 10:27:08,52.2222315,2,2148,10.210076804203068,yes
26718,117,21.0179078,1835,2024-02-19 10:27:09,52.2311288,3,7033,12.327867104427416,yes
26719,146,21.1828781,1838,2024-02-19 10:27:12,52.155712,3,2055,46.35672856308845,no
26721,115,21.1158843,1840,2024-02-19 10:27:10,52.235129,2,R-10,178.4141825665329,no
26722,173,21.1457433,1842,2024-02-19 10:27:10,52.237974,3,2062,133.6302224103971,no
26724,122,20.9009741,1844,2024-02-19 10:27:13,52.2389015,6,5050,25.184445723572257,no
26725,183,21.0961425,1845,2024-02-19 10:27:05,52.2435048,5,2010,5.848361571258665,yes
26726,736,20.9231928,1846,2024-02-19 10:27:04,52.3980671,2,1193,15.498094728283341,no
26727,147,21.0521115,1848,2024-02-19 10:27:10,52.2502318,3,2120,23.34945137918831,no
26728,119,21.1669598,1849,2024-02-19 10:27:06,52.2052343,5,2039,81.7814127001684,no
26729,173,21.2432755,1851,2024-02-19 10:27:07,52.221284,9,2275,6.461072858381915,yes
26730,115,21.1703313,1855,2024-02-19 10:27:12,52.2770955,5,2220,4.21476197081147,yes
26731,181,20.9255505,1856,2024-02-19 10:27:06,52.3087436,1,6017,18.32286914004655,no
26733,173,21.1348075,1858,2024-02-19 10:27:08,52.2414226,7,2059,9.83348932796309,yes
26734,115,21.1142168,1859,2024-02-19 10:27:09,52.2341015,3,R-10,50.6421110457739,no
26735,183,21.191747,1862,2024-02-19 10:27:07,52.2387306,3,2379,4.219747750143713,yes
26736,722,21.142343,1863,2024-02-19 10:27:11,52.2274726,61,2018,138.94186610451567,no
26737,173,21.118168,1869,2024-02-19 10:26:56,52.234371,012,R-10,162.8304150111189,no
26738,222,21.0088581,1901,2024-02-19 10:27:14,52.2441011,6,7026,2.27148275556438,yes
26740,222,20.9969034,1904,2024-02-19 10:27:14,52.1865289,5,R-07,225.54731120869837,no
26742,222,21.007601,1906,2024-02-19 10:26:54,52.189236,3,3116,27.674806749966898,no
26743,106,20.9651291,1907,2024-02-19 10:27:14,52.2478464,3,5124,8.65773352346559,yes
26744,251,21.0188327,1908,2024-02-19 10:27:14,52.1893876,066,3009,927.4482601516538,no
26745,222,20.9958894,1909,2024-02-19 10:27:14,52.1934107,2,3256,62.3438369629242,no
26746,222,21.0242099,1910,2024-02-19 10:27:14,52.2233202,4,7038,81.7028787679608,no
26747,222,21.005032,1911,2024-02-19 10:27:13,52.244783,5,7101,12.380881242307153,yes
26749,251,21.1231135,1914,2024-02-19 10:27:14,52.0894572,63,3355,8.552973037564106,yes
26752,106,21.017622,1917,2024-02-19 10:27:13,52.238262,5,7044,107.7547598850941,no
26753,319,20.995461,1918,2024-02-19 10:27:09,52.186653,08,,,no
26754,222,21.022606,1919,2024-02-19 10:27:09,52.206875,1,3003,86.7038919775849,no
26756,331,20.995344,1990,2024-02-19 10:27:14,52.186283,064,,,no
26757,331,20.995373,1991,2024-02-19 10:27:08,52.186432,06,,,no
26758,331,20.9953427,1992,2024-02-19 10:27:14,52.1861877,063,,,no
26759,319,20.995291,1993,2024-02-19 10:27:05,52.186349,03,,,no
26761,331,20.9953482,1996,2024-02-19 10:27:14,52.1864292,062,,,no
26764,148,21.0873976,2000,2024-02-19 10:27:14,52.2448334,7,2008,8.035919339567299,yes
26765,189,21.068741,2001,2024-02-19 10:27:13,52.181496,8,3065,21.31765305051614,no
26766,189,20.996847,2002,2024-02-19 10:27:13,52.185627,027,R-07,323.7399294672594,no
26767,710,21.0951049,2004,2024-02-19 10:27:13,52.130877,4,3421,43.32259058299265,no
26770,217,21.059681,2007,2024-02-19 10:27:13,52.149197,3,3208,85.68570298431979,no
26771,504,20.9969557,2008,2024-02-19 10:27:14,52.1859794,2,R-07,286.2012714608721,no
26772,739,20.9971055,2009,2024-02-19 10:27:13,52.1862539,09,R-07,258.4886969593292,no
26774,739,20.9959851,2012,2024-02-19 10:27:13,52.1863651,012,R-07,238.99765034727898,no
26776,522,21.074085,2014,2024-02-19 10:27:09,52.159058,3,3354,125.71967160903927,no
26777,519,21.067026,2016,2024-02-19 10:27:14,52.1710794,4,3042,104.14966722745683,no
26778,189,20.9007719,2017,2024-02-19 10:27:14,52.2390034,025,5050,28.87522674863727,no
26779,L50,21.2343958,20174,2024-02-19 10:27:10,52.1366346,2,2353,2.7103422299019737,yes
26780,709,21.0176649,2018,2024-02-19 10:27:14,52.0670184,7,3169,9.755054720506228,yes
26783,501,21.049044,2021,2024-02-19 10:27:11,52.187889,1,,,no
26784,189,21.041924,2022,2024-02-19 10:27:10,52.171101,9,3098,13.104214242338939,yes
26785,189,21.040552,2023,2024-02-19 10:27:14,52.170906,5,3098,47.55280863179273,no
26787,504,20.9884372,2025,2024-02-19 10:27:14,52.2111336,6,4030,17.480209146605066,no
26788,709,21.018644,2026,2024-02-19 10:27:11,52.099945,2,3160,151.02670245453547,no
26790,709,21.026131,2028,2024-02-19 10:27:10,52.076908,8,3163,6.3841391753677375,yes
26791,141,20.9443324,2029,2024-02-19 10:27:14,52.1754137,10,4015,19.295104762964826,no
26792,189,21.055418,2030,2024-02-19 10:27:12,52.181355,021,3033,134.83846590253836,no
26795,189,20.916103,2033,2024-02-19 10:27:12,52.226715,1,5057,128.0594946541559,no
26796,739,20.9969859,2034,2024-02-19 10:27:14,52.187776,011,R-07,96.48632157280869,no
26798,189,20.896969,2037,2024-02-19 10:27:14,52.228386,14,5047,17.594988175007817,no
26800,742,21.1561594,2039,2024-02-19 10:27:14,52.0592814,1,3359,232.3451869555479,no
26801,739,20.997288,2040,2024-02-19 10:27:11,52.187584,010,R-07,125.55040399070106,no
26802,402,21.113714,2041,2024-02-19 10:27:11,52.228188,8,,,no
26806,189,20.995132,2046,2024-02-19 10:27:13,52.187653,028,R-07,119.94620541688666,no
26807,523,20.922595,2200,2024-02-19 10:27:06,52.195659,024,R-11,86.77236408173337,no
26808,191,20.928253,2201,2024-02-19 10:27:12,52.203068,1,4101,9.629984299222173,yes
26809,184,20.964043,2202,2024-02-19 10:27:14,52.208103,2,4119,9.774544848297293,yes
26810,401,20.922148,2203,2024-02-19 10:27:14,52.196316,010,,,no
26813,105,20.896843,2206,2024-02-19 10:27:13,52.216648,3,5192,53.09049042624295,no
26815,172,21.008125,2208,2024-02-19 10:27:14,52.195358,2,3126,7.407839539813525,yes
26816,171,20.925091,2209,2024-02-19 10:27:12,52.272495,452,,,no
26817,517,21.0405937,2210,2024-02-19 10:27:13,52.2257547,4,7077,35.57058758024126,no
26819,523,20.920822,2212,2024-02-19 10:27:12,52.197208,017,R-11,147.67839263303702,no
26820,188,20.922121,2214,2024-02-19 10:27:14,52.196247,09,R-11,57.95995852177512,no
26821,317,21.043783,2216,2024-02-19 10:27:13,52.174576,3,,,no
26822,719,20.586412,2217,2024-02-19 10:27:13,52.257568,2,6166,3.9286640060783253,yes
26823,517,21.0002041,2218,2024-02-19 10:27:13,52.227286,5,7002,240.62985460455636,no
26825,184,20.930391,2220,2024-02-19 10:27:14,52.290871,7,6059,70.05633675310257,no
26826,172,20.96141,2221,2024-02-19 10:26:55,52.216633,5,4045,124.7915775356948,no
26829,184,20.921827,2224,2024-02-19 10:27:10,52.196968,09,R-11,74.69990786248252,no
26830,187,20.923685,2225,2024-02-19 10:27:11,52.197163,5,4090,20.693549826459368,no
26831,401,20.920164,2226,2024-02-19 10:27:13,52.196556,7,,,no
26833,401,20.980097,2228,2024-02-19 10:27:11,52.182991,7,,,no
26836,105,20.902769,2231,2024-02-19 10:27:13,52.217037,770,5014,85.86515149992564,no
26837,717,20.919424,2232,2024-02-19 10:27:12,52.18988,66,4114,625.5582760728782,no
26840,136,20.9215475,2235,2024-02-19 10:27:14,52.1964117,4,R-11,84.72531063105593,no
26841,171,20.920206,2236,2024-02-19 10:27:07,52.248997,453,,,no
26843,171,21.0219087,2238,2024-02-19 10:27:14,52.2296899,6,,,no
26844,716,20.839983,2239,2024-02-19 10:27:14,52.184662,63,4231,42.31893497578254,no
26845,191,20.977489,2240,2024-02-19 10:27:13,52.21191,4,4005,45.86740221588121,no
26846,184,20.939531,2241,2024-02-19 10:27:14,52.245998,6,5073,70.2364234020067,no
26847,523,20.960194,2242,2024-02-19 10:27:01,52.218018,7,4044,386.6442922094322,no
26850,184,20.9712137,2246,2024-02-19 10:27:13,52.2195187,3,4043,159.7237758947177,no
26851,ZA1,20.922435,2247,2024-02-19 10:26:56,52.195713,04,,,no
26852,191,20.8703536,2248,2024-02-19 10:27:13,52.1836097,6,4130,9.314012098007803,yes
26854,191,20.919998,2250,2024-02-19 10:27:13,52.196631,09,R-11,187.92150603901854,no
26855,517,20.9113034,2251,2024-02-19 10:27:09,52.1965731,10,4092,321.99418271718025,no
26856,158,20.921551,2252,2024-02-19 10:27:08,52.1964,010,R-11,84.83460986422149,no
26857,713,20.865465,2253,2024-02-19 10:27:09,52.216217,1,5090,349.9336155011291,no
26858,717,20.922386,2254,2024-02-19 10:27:05,52.196136,068,R-11,47.97364174527941,no
26859,401,21.035568,2255,2024-02-19 10:27:13,52.155231,5,,,no
26860,105,20.921455,2256,2024-02-19 10:27:14,52.197296,011,R-11,117.06433708023896,no
26861,523,21.035452,2257,2024-02-19 10:27:12,52.150997,023,7006,7474.805433745603,no
26862,187,20.9531617,2258,2024-02-19 10:27:09,52.212506,12,4051,22.631277206212605,no
26863,187,21.04892,2259,2024-02-19 10:27:13,52.2063259,7,3058,60.05240733842873,no
26864,L22,21.3191295,25181,2024-02-19 10:27:11,52.1505044,2,2369,336.16833123602794,no
26866,L22,21.07835,25184,2024-02-19 10:27:13,52.267204,2,2325,17938.0721602506,no
26867,L22,21.291941,25185,2024-02-19 10:27:17,52.1713896,1,2325,52.44228124148487,no
26868,L51,21.26287,25188,2024-02-19 10:27:13,52.1080483,1,2358,3.405295680005668,yes
26871,190,20.9725535,3401,2024-02-19 10:27:12,52.2370895,2,5025,41.630721191976946,no
26872,190,21.0877983,3402,2024-02-19 10:27:13,52.3022273,3,1235,45.12127168757006,no
26873,202,21.047355,3403,2024-02-19 10:27:07,52.2647945,779,R-13,135.12887594383835,no
26874,340,21.0470018,3404,2024-02-19 10:27:12,52.2649025,02,,,no
26875,738,21.1681446,3405,2024-02-19 10:27:13,52.3993415,4,1452,13.929223593617218,yes
26876,190,21.034387,3406,2024-02-19 10:27:09,52.2544365,5,1003,85.47384488022169,no
26877,500,21.0416883,3407,2024-02-19 10:27:12,52.3002883,5,1152,7.261559542423216,yes
26878,705,20.9681405,3408,2024-02-19 10:27:12,52.2718703,1,6005,3.8204727766953734,yes
26879,511,20.9427415,3409,2024-02-19 10:27:11,52.3486975,3,1317,6.194074695722295,yes
26880,112,21.0917416,3410,2024-02-19 10:27:08,52.3068316,6,1233,109.69398916957368,no
26881,112,21.0617283,3411,2024-02-19 10:27:12,52.3065366,8,1205,66.86840771967336,no
26882,145,21.1268066,3412,2024-02-19 10:27:10,52.258882,10,2075,84.20934260558131,no
26883,162,21.0502475,3413,2024-02-19 10:27:12,52.201651,3,3059,39.730677056360754,no
26888,512,21.0599918,3418,2024-02-19 10:27:08,52.2682798,3,1054,203.07904164607646,no
26890,Z26,20.9301314,3420,2024-02-19 10:27:11,52.2248845,3,5011,5.387091558901934,yes
26893,160,21.0683266,3423,2024-02-19 10:27:13,52.3236316,513,1182,24.341458984363054,no
26894,132,21.0603355,3424,2024-02-19 10:27:10,52.3150888,07,1359,3.3403024370881855,yes
26896,723,21.0008868,3426,2024-02-19 10:27:11,52.2913221,476,1013,11.882459472566666,yes
26897,145,21.0008688,3427,2024-02-19 10:27:11,52.2912995,2,1013,7.972399244984141,yes
26899,509,21.0571403,3429,2024-02-19 10:27:13,52.2374466,5,2138,21.692410318611984,no
26900,160,21.0457905,3430,2024-02-19 10:27:13,52.2651925,715,R-13,226.64218138179106,no
26902,112,21.0328085,3432,2024-02-19 10:27:09,52.2953506,5,1150,73.04627268930656,no
26903,120,21.061951,3433,2024-02-19 10:27:12,52.361648,6,1295,8.128915332562286,yes
26904,527,21.058283,3434,2024-02-19 10:27:11,52.300785,514,1179,248.27472070349097,no
26905,140,21.1110468,3435,2024-02-19 10:27:12,52.3302245,3,1249,9.428297212226443,yes
26906,731,21.0009203,3436,2024-02-19 10:27:13,52.2912786,477,1013,9.25381688851222,yes
26907,140,21.0526231,3437,2024-02-19 10:27:11,52.2766329,2,1140,11.96318789802514,yes
26908,500,21.0421146,3438,2024-02-19 10:27:12,52.2948731,6,1153,63.6463232860264,no
26909,723,20.9341333,3439,2024-02-19 10:27:10,52.3641773,475,1185,24.057612020366367,no
26911,190,20.955214,3441,2024-02-19 10:27:12,52.2378486,12,5028,94.9227974188466,no
26914,723,20.924578,3444,2024-02-19 10:27:11,52.390834,474,1230,37.99553503674089,no
26920,132,20.9684606,3450,2024-02-19 10:27:10,52.2719345,3,6005,3.953217970406659,yes
26921,245,21.1143976,3451,2024-02-19 10:27:14,52.2786858,3,1209,199.20789080651795,no
26922,511,20.9530678,3452,2024-02-19 10:27:13,52.3423748,4,1947,84.3175935768501,no
26924,509,21.102367,3454,2024-02-19 10:27:09,52.2218401,2,2148,24.876357077750594,no
26927,509,21.0788833,3457,2024-02-19 10:27:05,52.226178,4,2144,14.89822823313603,yes
26929,145,21.0882841,3459,2024-02-19 10:27:13,52.2447038,8,2008,7.508249015373078,yes
26930,509,21.0473458,3460,2024-02-19 10:27:10,52.2640128,3,R-13,57.9003159495944,no
26931,705,21.057752,3461,2024-02-19 10:27:12,52.4476795,63,1360,71.5887794142043,no
26932,112,20.8816398,3462,2024-02-19 10:27:09,52.2146693,1,5092,25.705713516134555,no
26933,116,21.0143303,3463,2024-02-19 10:27:10,52.2438318,431,,,no
26934,500,21.038265,3464,2024-02-19 10:27:10,52.268915,7,1077,46.86906189980706,no
26936,509,21.092748,3466,2024-02-19 10:27:11,52.2250695,1,2146,58.622289579892055,no
26940,L-5,21.0294061,35131,2024-02-19 10:27:14,52.0748138,1,3701,5.2056799135036815,yes
26941,L-5,20.8977003,35132,2024-02-19 10:27:14,52.0564961,2,3327,17.18491743026792,no
26942,L-2,21.0348553,35133,2024-02-19 10:27:10,52.0832581,689,3163,927.6819903799721,no
26945,L12,20.974614,35137,2024-02-19 10:27:11,52.0435008,683,3215,234.00038277001724,no
26952,178,20.993988,4200,2024-02-19 10:27:14,52.232365,3,5039,48.09879806118579,no
26953,207,20.897892,4201,2024-02-19 10:27:14,52.195606,3,4095,12.000228460557816,yes
26955,249,20.932085,4203,2024-02-19 10:27:11,52.240204,2,,,no
26957,129,20.885008,4205,2024-02-19 10:27:12,52.194778,4,4217,19.34741415685422,no
26958,178,20.9593802,4206,2024-02-19 10:27:13,52.2210149,6,5097,26.788197490329377,no
26959,207,20.870258,4207,2024-02-19 10:27:12,52.18375,2,4130,50.996845563188366,no
26960,178,20.92025,4208,2024-02-19 10:27:14,52.204742,5,4199,4.183914563938455,yes
26962,249,20.94026,4210,2024-02-19 10:27:12,52.24667,676,,,no
26963,154,20.922386,4211,2024-02-19 10:27:14,52.196335,06,R-11,37.83805427189211,no
26964,129,20.9479699,4212,2024-02-19 10:27:14,52.2435107,1,5023,4.709063842843365,yes
26966,207,20.892868,4214,2024-02-19 10:27:14,52.200356,4,4216,9.44109918322238,yes
26967,154,20.943899,4215,2024-02-19 10:27:14,52.175629,4,4015,25.638234883764383,no
26968,714,20.9149894,4216,2024-02-19 10:27:14,52.239168,3,5034,1.870537868054287,yes
26970,178,20.950251,4218,2024-02-19 10:27:13,52.2104,7,4046,3.447972635472588,yes
26971,154,20.968388,4219,2024-02-19 10:27:14,52.201519,3,4007,81.73644491414227,no
26972,178,20.895889,4220,2024-02-19 10:27:10,52.185654,8,4284,5.81770919683394,yes
26973,178,21.0040606,4221,2024-02-19 10:27:13,52.2553659,2,7052,13.013946741790521,yes
26975,729,20.722963,4224,2024-02-19 10:27:12,52.254871,1,6157,325.9631703592838,no
26976,714,20.811968,4225,2024-02-19 10:27:10,52.261635,1,6225,531.4115706222623,no
26977,129,20.96871,4226,2024-02-19 10:27:12,52.234074,4,5020,1470.8803476451662,no
26980,178,21.017979,4229,2024-02-19 10:27:10,52.23716,1,7043,88.38829888792057,no
26983,154,20.9631184,4232,2024-02-19 10:27:13,52.1959414,1,4009,27.713214467255067,no
26984,122,20.974573,4233,2024-02-19 10:27:14,52.265606,9,6094,67.4838630012796,no
26986,714,20.901648,4235,2024-02-19 10:27:13,52.239422,2,5035,271.72514036777903,no
26987,255,20.9310022,4236,2024-02-19 10:27:14,52.2253572,3,5011,7.3686663656442795,yes
26988,122,20.901924,4237,2024-02-19 10:27:14,52.227947,4,5109,11.008776627948034,yes
26989,178,20.902466,4238,2024-02-19 10:27:13,52.189632,4,4283,107.44029076360988,no
26990,154,20.9640052,4239,2024-02-19 10:27:13,52.2171355,2,4045,18.557030685184795,no
26991,255,20.931042,4240,2024-02-19 10:27:10,52.225227,1,5011,7.55688277412871,yes
26992,197,20.940897,4241,2024-02-19 10:27:12,52.261385,1,5164,24.44277483618186,no
26993,122,20.951151,4242,2024-02-19 10:27:13,52.263088,2,6129,90.52715137905174,no
26995,197,20.930107,4244,2024-02-19 10:27:14,52.2249437,4,5011,42.01357216780808,no
26996,141,20.919647,4245,2024-02-19 10:27:13,52.196938,1,R-11,215.11396767199835,no
26997,129,20.939062,4246,2024-02-19 10:27:14,52.2463,2,5073,11.100302451621907,yes
26999,122,20.9008492,4248,2024-02-19 10:27:13,52.2391552,679,5050,10.169514668499962,yes
27001,146,21.1314164,4300,2024-02-19 10:27:13,52.2324002,3,R-10,931.9861201629228,no
27002,173,21.2431626,4301,2024-02-19 10:27:14,52.2208042,1,2275,1.3520518060415592,yes
27003,153,21.1509167,4302,2024-02-19 10:27:14,52.269845,3,2092,5.697796916250325,yes
27004,146,21.2046371,4303,2024-02-19 10:27:14,52.1594907,4,2052,5.26409547580616,yes
27005,115,21.1779199,4304,2024-02-19 10:27:14,52.1955511,1,2315,279.6638136491729,no
27006,146,21.0540182,4305,2024-02-19 10:27:14,52.234471,5,2153,8.812688448242357,yes
